0.000000	0.000000	0.000000
0.006283	0.006287	0.000122
0.012566	0.012573	0.000473
0.018848	0.018845	0.001038
0.025130	0.025131	0.001801
0.031411	0.031418	0.002777
0.037690	0.037689	0.003952
0.043968	0.043961	0.005310
0.050244	0.050247	0.006851
0.056519	0.056519	0.008575
0.062791	0.062790	0.010468
0.069060	0.069061	0.012527
0.075327	0.075333	0.014740
0.081591	0.081589	0.017090
0.087851	0.087845	0.019608
0.094108	0.094101	0.022247
0.100362	0.100357	0.025024
0.106611	0.106613	0.027924
0.112856	0.112854	0.030945
0.119097	0.119095	0.034088
0.125333	0.125336	0.037338
0.131564	0.131561	0.040710
0.137790	0.137787	0.044189
0.144011	0.144012	0.047775
0.150226	0.150223	0.051453
0.156434	0.156433	0.055222
0.162637	0.162643	0.059082
0.168833	0.168839	0.063034
0.175023	0.175018	0.067062
0.181206	0.181213	0.071167
0.187381	0.187378	0.075348
0.193549	0.193542	0.079605
0.199710	0.199707	0.083939
0.205863	0.205856	0.088333
0.212007	0.212006	0.092804
0.218143	0.218140	0.097336
0.224271	0.224274	0.101929
0.230389	0.230392	0.106567
0.236499	0.236496	0.111267
0.242599	0.242599	0.116013
0.248690	0.248688	0.120819
0.254771	0.254776	0.125671
0.260842	0.260849	0.130554
0.266902	0.266907	0.135483
0.272952	0.272949	0.140457
0.278991	0.278992	0.145462
0.285019	0.285019	0.150513
0.291036	0.291031	0.155609
0.297042	0.297043	0.160736
0.303035	0.303040	0.165894
0.309017	0.309021	0.171097
0.314987	0.314987	0.176315
0.320944	0.320938	0.181549
0.326888	0.326889	0.186829
0.332820	0.332825	0.192139
0.338738	0.338745	0.197464
0.344643	0.344650	0.202805
0.350534	0.350540	0.208160
0.356412	0.356415	0.213531
0.362275	0.362274	0.218918
0.368125	0.368118	0.224335
0.373959	0.373962	0.229782
0.379779	0.379776	0.235245
0.385584	0.385590	0.240723
0.391374	0.391373	0.246201
0.397148	0.397141	0.251694
0.402906	0.402908	0.257202
0.408649	0.408646	0.262711
0.414376	0.414383	0.268234
0.420086	0.420090	0.273773
0.425779	0.425781	0.279297
0.431456	0.431458	0.284821
0.437116	0.437119	0.290344
0.442758	0.442764	0.295883
0.448383	0.448380	0.301422
0.453990	0.453995	0.306976
0.459580	0.459579	0.312531
0.465151	0.465149	0.318069
0.470704	0.470703	0.323624
0.476238	0.476242	0.329178
0.481754	0.481750	0.334732
0.487250	0.487244	0.340271
0.492727	0.492722	0.345825
0.498185	0.498184	0.351364
0.503623	0.503616	0.356903
0.509041	0.509048	0.362442
0.514440	0.514435	0.367966
0.519817	0.519821	0.373505
0.525175	0.525177	0.379028
0.530511	0.530518	0.384552
0.535827	0.535828	0.390060
0.541121	0.541122	0.395554
0.546394	0.546387	0.401047
0.551646	0.551651	0.406525
0.556876	0.556870	0.411987
0.562083	0.562088	0.417450
0.567269	0.567276	0.422913
0.572432	0.572433	0.428345
0.577573	0.577576	0.433777
0.582690	0.582687	0.439209
0.587785	0.587784	0.444626
0.592857	0.592850	0.450027
0.597905	0.597900	0.455414
0.602930	0.602936	0.460785
0.607930	0.607925	0.466141
0.612907	0.612900	0.471481
0.617860	0.617859	0.476807
0.622788	0.622787	0.482117
0.627691	0.627686	0.487411
0.632570	0.632568	0.492691
0.637424	0.637421	0.497955
0.642253	0.642258	0.503204
0.647056	0.647049	0.508453
0.651834	0.651840	0.513687
0.656586	0.656586	0.518890
0.661312	0.661316	0.524078
0.666012	0.666016	0.529251
0.670686	0.670685	0.534424
0.675333	0.675339	0.539566
0.679953	0.679947	0.544693
0.684547	0.684540	0.549789
0.689114	0.689117	0.554871
0.693653	0.693649	0.559921
0.698165	0.698166	0.564957
0.702650	0.702652	0.569977
0.707107	0.707108	0.574982
0.711536	0.711533	0.579971
0.715936	0.715942	0.584930
0.720309	0.720306	0.589874
0.724653	0.724655	0.594803
0.728969	0.728973	0.599701
0.733255	0.733261	0.604568
0.737513	0.737518	0.609421
0.741742	0.741745	0.614258
0.745941	0.745941	0.619064
0.750111	0.750107	0.623856
0.754251	0.754257	0.628616
0.758362	0.758362	0.633362
0.762443	0.762436	0.638077
0.766493	0.766495	0.642776
0.770513	0.770508	0.647446
0.774503	0.774506	0.652084
0.778462	0.778458	0.656693
0.782391	0.782394	0.661285
0.786288	0.786285	0.665848
0.790155	0.790161	0.670380
0.793990	0.793991	0.674881
0.797794	0.797791	0.679367
0.801567	0.801559	0.683838
0.805308	0.805313	0.688278
0.809017	0.809021	0.692688
0.812694	0.812698	0.697067
0.816339	0.816345	0.701431
0.819952	0.819946	0.705765
0.823533	0.823532	0.710083
0.827081	0.827087	0.714355
0.830596	0.830597	0.718613
0.834078	0.834076	0.722839
0.837528	0.837524	0.727036
0.840945	0.840942	0.731201
0.844328	0.844330	0.735336
0.847678	0.847672	0.739441
0.850994	0.850998	0.743515
0.854277	0.854279	0.747559
0.857527	0.857529	0.751572
0.860742	0.860748	0.755554
0.863923	0.863922	0.759521
0.867071	0.867065	0.763458
0.870184	0.870178	0.767380
0.873262	0.873260	0.771255
0.876307	0.876312	0.775101
0.879316	0.879318	0.778915
0.882291	0.882294	0.782700
0.885231	0.885239	0.786453
0.888136	0.888138	0.790176
0.891007	0.891006	0.793869
0.893841	0.893845	0.797531
0.896641	0.896637	0.801163
0.899405	0.899399	0.804764
0.902134	0.902130	0.808319
0.904827	0.904831	0.811859
0.907484	0.907486	0.815369
0.910106	0.910110	0.818848
0.912692	0.912689	0.822281
0.915241	0.915237	0.825684
0.917755	0.917755	0.829056
0.920232	0.920227	0.832397
0.922673	0.922668	0.835693
0.925077	0.925079	0.838959
0.927445	0.927444	0.842209
0.929776	0.929779	0.845428
0.932071	0.932068	0.848618
0.934329	0.934326	0.851761
0.936550	0.936554	0.854858
0.938734	0.938736	0.857941
0.940881	0.940887	0.860977
0.942991	0.942993	0.863983
0.945063	0.945068	0.866959
0.947098	0.947098	0.869904
0.949096	0.949097	0.872803
0.951057	0.951050	0.875671
0.952979	0.952972	0.878510
0.954865	0.954865	0.881317
0.956712	0.956711	0.884079
0.958522	0.958527	0.886810
0.960294	0.960297	0.889511
0.962028	0.962021	0.892181
0.963724	0.963730	0.894806
0.965382	0.965378	0.897400
0.967001	0.966995	0.899963
0.968583	0.968582	0.902496
0.970127	0.970123	0.904984
0.971632	0.971634	0.907440
0.973099	0.973099	0.909851
0.974527	0.974533	0.912231
0.975917	0.975922	0.914581
0.977268	0.977264	0.916885
0.978581	0.978577	0.919159
0.979855	0.979858	0.921402
0.981091	0.981094	0.923615
0.982287	0.982285	0.925781
0.983445	0.983444	0.927917
0.984564	0.984558	0.930008
0.985645	0.985641	0.932068
0.986686	0.986679	0.934097
0.987688	0.987686	0.936081
0.988652	0.988647	0.938019
0.989576	0.989578	0.939911
0.990461	0.990463	0.941772
0.991308	0.991302	0.943588
0.992115	0.992111	0.945374
0.992883	0.992889	0.947113
0.993611	0.993607	0.948822
0.994301	0.994308	0.950500
0.994951	0.994949	0.952148
0.995562	0.995560	0.953766
0.996134	0.996140	0.955338
0.996666	0.996674	0.956863
0.997159	0.997162	0.958374
0.997613	0.997620	0.959839
0.998027	0.998032	0.961258
0.998402	0.998398	0.962646
0.998737	0.998734	0.963989
0.999033	0.999039	0.965286
0.999289	0.999283	0.966553
0.999507	0.999512	0.967773
0.999684	0.999680	0.968964
0.999822	0.999817	0.970123
0.999921	0.999924	0.971237
0.999980	0.999985	0.972321
1.000000	1.000000	0.973358
0.999980	0.999985	0.974365
0.999921	0.999924	0.975327
0.999822	0.999817	0.976257
0.999684	0.999680	0.977158
0.999507	0.999512	0.977997
0.999289	0.999283	0.978790
0.999033	0.999039	0.979553
